Year,School,Conference,Sport,State,GSR,FGR
2003,Florida Atlantic University,Sun Belt Conference,Football,FL,54,43
2003,Florida International University,Sun Belt Conference,Football,FL,46,43
2003,Florida State University,Atlantic Coast Conference,Football,FL,64,58
2003,University of Florida,Southeastern Conference,Football,FL,67,42
2003,Fordham University,Patriot League,Football,NY,76,65
2003,Furman University,Southern Conference,Football,SC,97,83
2003,Georgetown University,Patriot League,Football,DC,80,78
2003,Georgia Southern University,Southern Conference,Football,GA,54,49
2003,Georgia Institute of Technology,Atlantic Coast Conference,Football,GA,49,42
2003,University of Georgia,Southeastern Conference,Football,GA,68,55
2003,Grambling State University,Southwestern Athletic Conf.,Football,LA,53,37
2003,Hampton University,Mid-Eastern Athletic Conf.,Football,VA,68,51
2003,"University of Hawaii, Manoa",Western Athletic Conference,Football,HI,46,39
2003,Hofstra University,Colonial Athletic Association,Football,NY,67,46
2003,College of the Holy Cross,Patriot League,Football,MA,92,79
2003,University of Houston,Conference USA,Football,TX,51,37
2003,Howard University,Mid-Eastern Athletic Conf.,Football,DC,57,50
2003,Idaho State University,Big Sky Conference,Football,ID,34,28
2003,University of Idaho,Western Athletic Conference,Football,ID,69,58
2003,Illinois State University,Missouri Valley Football Conference,Football,IL,66,51
2003,University of Illinois Urbana-Champaign,Big Ten Conference,Football,IL,76,63
2003,Indiana State University,Missouri Valley Football Conference,Football,IN,75,57
2003,"Indiana University, Bloomington",Big Ten Conference,Football,IN,69,52
2003,Iowa State University,Big 12 Conference,Football,IA,64,57
2003,University of Iowa,Big Ten Conference,Football,IA,79,64
2003,Jackson State University,Southwestern Athletic Conf.,Football,MS,36,46
2003,Jacksonville State University,Ohio Valley Conference,Football,AL,51,44
2003,Jacksonville University,Pioneer Football League,Football,FL,56,
2003,James Madison University,Colonial Athletic Association,Football,VA,73,69
2003,Kansas State University,Big 12 Conference,Football,KS,69,71
2003,University of Kansas,Big 12 Conference,Football,KS,56,50
2003,Kent State University,Mid-American Conference,Football,OH,64,54
2003,University of Kentucky,Southeastern Conference,Football,KY,63,55
2003,Lafayette College,Patriot League,Football,PA,96,85
2003,Lehigh University,Patriot League,Football,PA,70,58
2003,Liberty University,Big South Conference,Football,VA,60,48
2003,Louisiana State University,Southeastern Conference,Football,LA,67,42
2003,Louisiana Tech University,Western Athletic Conference,Football,LA,70,57
2003,University of Louisville,American Athletic Conference,Football,KY,63,49
2003,"University of Maine, Orono",Colonial Athletic Association,Football,ME,63,48
2003,Marist College,Pioneer Football League,Football,NY,81,
2003,Marshall University,Conference USA,Football,WV,75,66
2003,"University of Maryland, College Park",Atlantic Coast Conference,Football,MD,64,57
2003,"University of Massachusetts, Amherst",Colonial Athletic Association,Football,MA,58,50
2003,McNeese State University,Southland Conference,Football,LA,60,54
2003,University of Memphis,Conference USA,Football,TN,65,57
2003,Miami University (Ohio),Mid-American Conference,Football,OH,79,72
2003,University of Miami (Florida),Atlantic Coast Conference,Football,FL,81,64
2003,Michigan State University,Big Ten Conference,Football,MI,55,37
2003,University of Michigan,Big Ten Conference,Football,MI,69,65
2003,Middle Tennessee State University,Sun Belt Conference,Football,TN,55,45
2003,"University of Minnesota, Twin Cities",Big Ten Conference,Football,MN,56,44
2003,Mississippi State University,Southeastern Conference,Football,MS,64,48
2003,Mississippi Valley State University,Southwestern Athletic Conf.,Football,MS,57,41
2003,University of Mississippi,Southeastern Conference,Football,MS,61,54
2003,"University of Missouri, Columbia",Big 12 Conference,Football,MO,71,57
2003,Monmouth University,Northeast Conference,Football,NJ,80,67
2003,Montana State University-Bozeman,Big Sky Conference,Football,MT,36,25
2003,University of Montana,Big Sky Conference,Football,MT,64,60
2003,Morehead State University,Pioneer Football League,Football,KY,44,
2003,Morgan State University,Mid-Eastern Athletic Conf.,Football,MD,49,43
2003,Murray State University,Ohio Valley Conference,Football,KY,43,33
2003,"University of North Carolina, Chapel Hill",Atlantic Coast Conference,Football,NC,75,56
2003,"University of Nebraska, Lincoln",Big 12 Conference,Football,NE,68,59
2003,"University of Nevada, Las Vegas",Mountain West Conference,Football,NV,63,58
2003,"University of Nevada, Reno",Western Athletic Conference,Football,NV,66,53
2003,University of New Hampshire,Colonial Athletic Association,Football,NH,95,82
2003,New Mexico State University,Western Athletic Conference,Football,NM,61,50
2003,University of New Mexico,Mountain West Conference,Football,NM,52,42
2003,Nicholls State University,Southland Conference,Football,LA,42,28
2003,Norfolk State University,Mid-Eastern Athletic Conf.,Football,VA,63,43
2003,North Carolina A&T State University,Mid-Eastern Athletic Conf.,Football,NC,35,36
2003,North Carolina Central University,Independent,Football,NC,62,47
2003,North Carolina State University,Atlantic Coast Conference,Football,NC,56,54
2003,North Dakota State University,Missouri Valley Football Conference,Football,ND,75,48
2003,University of North Dakota,Independent,Football,ND,74,66
2003,University of North Texas,Sun Belt Conference,Football,TX,62,58
2003,University of Louisiana Monroe,Sun Belt Conference,Football,LA,53,40
2003,Northeastern University,Colonial Athletic Association,Football,MA,69,49
2003,Northern Arizona University,Big Sky Conference,Football,AZ,66,44
2003,University of Northern Colorado,Big Sky Conference,Football,CO,72,46
2003,Northern Illinois University,Mid-American Conference,Football,IL,67,49
2003,University of Northern Iowa,Missouri Valley Football Conference,Football,IA,63,64
2003,Northwestern State University,Southland Conference,Football,LA,55,39
2003,Northwestern University,Big Ten Conference,Football,IL,95,86
2003,University of Notre Dame,Independent,Football,IN,96,85
2003,The Ohio State University,Big Ten Conference,Football,OH,63,56
2003,Ohio University,Mid-American Conference,Football,OH,71,63
2003,Oklahoma State University,Big 12 Conference,Football,OK,59,46
2003,University of Oklahoma,Big 12 Conference,Football,OK,44,38
2003,Oregon State University,Pac-12 Conference,Football,OR,56,44
2003,University of Oregon,Pac-12 Conference,Football,OR,54,53
2003,Pennsylvania State University,Big Ten Conference,Football,PA,84,77
2003,University of Pittsburgh,American Athletic Conference,Football,PA,69,56
2003,Portland State University,Big Sky Conference,Football,OR,49,56
2003,Prairie View A&M University,Southwestern Athletic Conf.,Football,TX,65,61
2003,Purdue University,Big Ten Conference,Football,IN,59,41
2003,University of Rhode Island,Colonial Athletic Association,Football,RI,66,61
2003,Rice University,Conference USA,Football,TX,93,84
2003,University of Richmond,Colonial Athletic Association,Football,VA,88,83
2003,Robert Morris University,Northeast Conference,Football,PA,80,50
2003,"Rutgers, The State University of New Jersey, New Brunswick",American Athletic Conference,Football,NJ,88,68
2003,Sacred Heart University,Northeast Conference,Football,CT,66,65
2003,Saint Francis University (Pennsylvania),Northeast Conference,Football,PA,56,47
2003,Sam Houston State University,Southland Conference,Football,TX,63,60
2003,Samford University,Southern Conference,Football,AL,74,67
2003,San Diego State University,Mountain West Conference,Football,CA,55,57
2003,University of San Diego,Pioneer Football League,Football,CA,77,
2003,San Jose State University,Western Athletic Conference,Football,CA,42,35
2003,Savannah State University,Independent,Football,GA,22,21
2003,South Carolina State University,Mid-Eastern Athletic Conf.,Football,SC,64,66
2003,"University of South Carolina, Columbia",Southeastern Conference,Football,SC,57,49
2003,South Dakota State University,Missouri Valley Football Conference,Football,SD,80,58
2003,University of South Dakota,Independent,Football,SD,77,61
2003,University of South Florida,American Athletic Conference,Football,FL,46,42
2003,Southeast Missouri State University,Ohio Valley Conference,Football,MO,55,44
2003,Southeastern Louisiana University,Southland Conference,Football,LA,63,60
2003,University of Southern California,Pac-12 Conference,Football,CA,61,51
2003,Southern Illinois University at Carbondale,Missouri Valley Football Conference,Football,IL,64,55
2003,Southern Methodist University,Conference USA,Football,TX,76,67
2003,The University of Southern Mississippi,Conference USA,Football,MS,84,73
2003,"Southern University, Baton Rouge",Southwestern Athletic Conf.,Football,LA,43,50
2003,Southern Utah University,Independent,Football,UT,52,40
2003,Missouri State University,Missouri Valley Football Conference,Football,MO,55,43
2003,Texas State University,Southland Conference,Football,TX,59,48
2003,University of Louisiana at Lafayette,Sun Belt Conference,Football,LA,63,55
2003,Stanford University,Pac-12 Conference,Football,CA,86,82
2003,Stephen F. Austin State University,Southland Conference,Football,TX,46,42
2003,Stony Brook University,Big South Conference,Football,NY,48,48
2003,Syracuse University,American Athletic Conference,Football,NY,76,63
2003,Temple University,Mid-American Conference,Football,PA,56,60
2003,Tennessee State University,Ohio Valley Conference,Football,TN,68,52
2003,Tennessee Technological University,Ohio Valley Conference,Football,TN,57,45
2003,University of Tennessee at Chattanooga,Southern Conference,Football,TN,43,41
2003,"University of Tennessee, Knoxville",Southeastern Conference,Football,TN,53,46
2003,University of Tennessee at Martin,Ohio Valley Conference,Football,TN,53,35
2003,"Texas A&M University, College Station",Big 12 Conference,Football,TX,57,50
2003,Texas Christian University,Mountain West Conference,Football,TX,71,67
2003,Texas Southern University,Southwestern Athletic Conf.,Football,TX,34,26
2003,Texas Tech University,Big 12 Conference,Football,TX,69,61
2003,University of Texas at Austin,Big 12 Conference,Football,TX,49,47
2003,University of Texas at El Paso,Conference USA,Football,TX,58,49
2003,University of Toledo,Mid-American Conference,Football,OH,65,45
2003,Towson University,Colonial Athletic Association,Football,MD,78,76
2003,Troy University,Sun Belt Conference,Football,AL,75,66
2003,Tulane University,Conference USA,Football,LA,64,52
2003,The University of Tulsa,Conference USA,Football,OK,66,58
2003,U.S. Air Force Academy,Mountain West Conference,Football,CO,86,
2003,U.S. Military Academy,Independent,Football,NY,85,
2003,U.S. Naval Academy,Independent,Football,MD,92,
2003,Utah State University,Western Athletic Conference,Football,UT,71,50
2003,University of Utah,Mountain West Conference,Football,UT,62,57
2003,Valparaiso University,Pioneer Football League,Football,IN,88,
2003,Vanderbilt University,Southeastern Conference,Football,TN,89,71
2003,Villanova University,Colonial Athletic Association,Football,PA,87,77
2003,Virginia Military Institute,Big South Conference,Football,VA,69,68
2003,Virginia Polytechnic Institute and State University,Atlantic Coast Conference,Football,VA,79,67
2003,University of Virginia,Atlantic Coast Conference,Football,VA,75,66
2003,Wagner College,Northeast Conference,Football,NY,65,47
2003,Wake Forest University,Atlantic Coast Conference,Football,NC,81,65
2003,Washington State University,Pac-12 Conference,Football,WA,60,59
2003,University of Washington,Pac-12 Conference,Football,WA,82,69
2003,Weber State University,Big Sky Conference,Football,UT,53,34
2003,West Virginia University,American Athletic Conference,Football,WV,72,53
2003,Western Carolina University,Southern Conference,Football,NC,78,58
2003,Western Illinois University,Missouri Valley Football Conference,Football,IL,53,49
